orgao_entidade;sigla;codigo_indexacao;tipo_documento;grau_sigilo;categoria;fundamento_legal;data_producao;data_classificacao;data_desclassificacao;tipo_classificacao;prazo_classificacao_anos;data_atualizacao;link
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;011.11.5130;Informações sobre portfólio de projetos em carteira na Invest Minas, onde constam dados sobre as atividades industriais e comerciais das empresas. Resalvada a parte que tratar projeto que resulta em protocolo de intenção que deve obdecer a classificação de ultrassecreto;Reservado;11 - Indústria;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;012.11.5130;Listagens de empresas atendidas pela Invest Minas que constem dados comerciais, contábeis, cambiais e financeiros, bem como dados cadastrais confidenciais. Resalvada a parte que tratar projeto que resulta em protocolo de intenção que deve obdecer a classificação de ultrassecreto;Reservado;11 - Indústria;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;013.11.5130; Relatórios de Mapeamento de Imóveis;Reservado;11 - Indústria;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;014.11.5130;Informações para caracterização dos empreendimentos das empresas atendidas pela Invest Minas consolidadas no formulário ICE ou IP. Resalvada a parte que tratar projeto que resulta em protocolo de intenção que deve obdecer a classificação de ultrassecreto;Reservado;11 - Indústria;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;015.11.5130;Projetos / estudos setoriais encomendados para utilização interna bem como as demandas  alusivas a investimento de empresas estrangeiras. Resalvada a parte que tratar projeto que resulta em protocolo de intenção que deve obdecer a classificação de ultrassecreto;Reservado;11 - Indústria;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;002.11.5130;Relatórios de investimentos e projetos ativos/inativos para os mantenedores;Reservado;11 - Indústria;Art. 23, inciso VI da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;008.04.5130;Processos, informações e documentos de auditoria interna, como relatórios trimestrais e anuais enviados ao conselho superior ;Reservado;4 – Controle Interno;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;005.11.5130;Acordos de confidencialidade;Secreto;11 - Indústria;Art. 23, incisos II e IV, da Lei Federal  nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;15;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;010.09.5130;Atas de reunião de Conselho Superior, na íntegra. Resalvada a parte que tratar de protocolo de intenção que deve obdecer a classificação de ultrassecreto;Reservado;11 - Indústria;Art. 23, incisos II e IV, da Lei Federal  nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;007.12.5130;Pareceres jurídicos relacionados a assuntos estratégicos;Reservado;12 - Justição e Legislação;Art. 23, incisos II e IV, da Lei Federal  nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;004.09.5130;Íntegra dos Protocolos de Intenções/Aditivos;Ultrassecreto;9 - Governo e Política;Art. 23, incisos II e IV, da Lei Federal  nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;25;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Desenvolvimento Integrado de Minas Gerais - InvestMinas;InvestMinas;009.09.5130;Atas de reunião de Diretoria Executiva, na íntegra. Resalvada a parte que tratar de protocolo de intenção que deve obdecer a classificação de ultrassecreto;Reservado;9 - Governo e Política;Art. 23, incisos II e IV, da Lei Federal  nº 12.527/2011;2024-01-12 00:00:00;2024-01-12;;Classificada;5;2026-05-29;https://investminas.mg.gov.br/sobre#transparencia
Instituto de Metrologia e Qualidade do Estado de Minas Gerais - IPEM;IPEM;001.03.2331;Planos e programas de verificação e fiscalização das áreas metrológica e avaliação da conformidade.;Reservado;3 - Comércio, Serviços e Turismo;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2024-03-01 00:00:00;2024-03-01;;Classificada;5;2026-05-14;https://ipem.mg.gov.br/2020-10-22-18-21-06/informacoes-classificadas
Instituto de Metrologia e Qualidade do Estado de Minas Gerais - IPEM;IPEM;002.03.2331;Roteiros de verificação e fiscalização das áreas metrológica e avaliação da conformidade.;Reservado;3 - Comércio, Serviços e Turismo;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2024-03-01 00:00:00;2024-03-01;;Classificada;5;2026-05-14;https://ipem.mg.gov.br/2020-10-22-18-21-06/informacoes-classificadas
Polícia Civil do Estado de Minas Gerais - PCMG;PCMG;001.000001/2021-00;Equipamento e Especificações Técnicas;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2021-06-28 00:00:00;2021-06-29;;Classificada;5;2026-04-10;https://www.policiacivil.mg.gov.br/pagina/transparencia
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0718.112421/2019-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2019-01-21 00:00:00;2019-01-21;2024-05-20;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0718.112444/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2019-05-02 00:00:00;2019-05-02;2024-05-20;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;2903.112427/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-02-07 00:00:00;2019-02-07;2024-05-20;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112397/2018-52;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-06-13 00:00:00;2018-06-13;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112398/2018-52;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-06-20 00:00:00;2018-06-20;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112399/2018-52;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-07-13 00:00:00;2018-07-13;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112400/2018-96;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-07-16 00:00:00;2018-07-16;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112401/2018-86;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 29, inciso I, do Decreto Estadual nº 45.969/2011;2018-07-23 00:00:00;2018-07-23;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112403/2018-86;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-07-27 00:00:00;2018-07-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112404/2018-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) VIII, III, da Lei Federal nº 12.527/2011;2018-07-27 00:00:00;2018-07-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112405/2018-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) VII, III, da Lei Federal nº 12.527/2011;2018-07-27 00:00:00;2018-07-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112407/2018-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 29, inciso I, do Decreto Estadual nº 45.969/2011;2018-08-13 00:00:00;2018-08-13;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112409/2018-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-08-16 00:00:00;2018-08-16;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112410/2018-86;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-08-16 00:00:00;2018-08-16;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112411/2018-86;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-08-17 00:00:00;2018-08-17;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112412/2018-86;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-08-27 00:00:00;2018-08-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112413/2018-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 29, inciso I, do Decreto Estadual nº 45.969/2011;2018-09-03 00:00:00;2018-09-03;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112414/2018-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-09-10 00:00:00;2018-09-10;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112415/2018-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-11-11 00:00:00;2018-11-11;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112416/2018-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-11-12 00:00:00;2018-11-12;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112418/2018-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-12-27 00:00:00;2018-12-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112419/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-01-07 00:00:00;2019-01-07;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112420/2019-86;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-01-15 00:00:00;2019-01-15;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112422/2019-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2019-01-21 00:00:00;2019-01-21;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112426/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-02-04 00:00:00;2019-02-04;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112428/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-02-13 00:00:00;2019-02-13;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112429/2019-64;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2019-02-15 00:00:00;2019-02-15;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112431/2019-85;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-02-28 00:00:00;2019-02-28;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112432/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-03-19 00:00:00;2019-03-19;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112434/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-03-21 00:00:00;2019-03-21;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112435/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-03-21 00:00:00;2019-03-21;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112436/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-03-21 00:00:00;2019-03-21;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112437/2019-64;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-03-25 00:00:00;2019-03-25;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112438/2019-64;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-03-27 00:00:00;2019-03-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112439/2019-63;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 29, inciso I, do Decreto Estadual nº 45.969/2011;2019-03-27 00:00:00;2019-03-27;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112440/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-04-04 00:00:00;2019-04-04;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112441/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 29, inciso I, do Decreto Estadual nº 45.969/2011;2019-04-15 00:00:00;2019-04-15;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112442/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-04-16 00:00:00;2019-04-16;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112443/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-04-16 00:00:00;2019-04-16;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112445/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-05-14 00:00:00;2019-05-14;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112447/2019-63;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-05-24 00:00:00;2019-05-24;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112457/2019-63;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-02-15 00:00:00;2019-02-15;2024-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112493/2023-63;Resposta ao Requerimento de informações 557/2023;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso V, da Lei Federal nº 12.527/2011;2023-10-26 00:00:00;2023-10-26;;Classificada;5;2025-06-09;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112494/2023-53;Resposta ao Requerimento de informações 1602/2023;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso V, da Lei Federal nº 12.527/2011;2023-10-26 00:00:00;2023-10-26;;Classificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112495/2023-52;Resposta ao Requerimento de informações 557/2023;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2023-10-31 00:00:00;2023-10-31;;Classificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112496/2023-52;Resposta ao Requerimento de informações 1602/2023;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2023-10-31 00:00:00;2023-10-31;;Classificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112497/2023-52;Postos de combustível Orgânico da PMMG;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2023-11-06 00:00:00;2023-11-06;;Classificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;9760.112464/2019-64;Contém informações sobre a estrutura, composição e funcionamento das agências que compõem a 9ª RPM;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-10-29 00:00:00;2019-10-29;2025-05-29;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0016.112468/2019-53;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2019-12-09 00:00:00;2019-12-09;2025-05-29;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0016.112469/2019-52;Autorização para aquisição de armas de fogo de uso restrito;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VII, da Lei Federal nº 12.527/2011;2019-12-09 00:00:00;2019-12-09;2025-05-29;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
