orgao_entidade;sigla;codigo_indexacao;tipo_documento;grau_sigilo;categoria;fundamento_legal;data_producao;data_classificacao;data_desclassificacao;tipo_classificacao;prazo_classificacao_anos;data_atualizacao;link
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0016.112470/2019-74;Autorização para aquisição de armas de fogo de uso restrito;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s)  VII,III da Lei Federal nº 12.527/2011;2019-12-09 00:00:00;2019-12-09;2025-05-29;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;6876.112478/2020-52;Plano de Defesa Territorial do 47 BPM da PMMG;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2020-05-26 00:00:00;2020-05-26;2025-05-26;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;2401.112477/2020-53;O documento é um plano de atuação do 21 BPM, em caso de ataques a instituições financeiras.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s)  VII, VIII, III da Lei Federal nº 12.527/2011;2020-05-21 00:00:00;2020-05-21;2025-05-19;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112448/2019-63;Informações sobre ORCRIM;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-07-04 00:00:00;2019-07-04;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112449/2019-63;Informações sobre ataque a UFMG;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VI, VII, da Lei Federal nº 12.527/2011;2019-07-05 00:00:00;2019-07-05;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112451/2019-75;Informações sobre criminalidade em lagoa Santa;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-07-12 00:00:00;2019-07-12;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112452/2019-74;Informações sobre explosivos em Uberaba;Reservado;6 - Defesa Social e Segurança Pública;Art. 29, inciso I, do Decreto Estadual nº 45.969/2011;2019-07-22 00:00:00;2019-07-22;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112453/2019-74;Ataque a instituição financeira;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-08-01 00:00:00;2019-08-01;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112454/2019-64;Abordagem de suspeito;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2019-08-08 00:00:00;2019-08-08;2025-06-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112455/2019-64;Operação caixa forte;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-08-09 00:00:00;2019-08-09;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112456/2019-63;Organização criminosa;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-08-09 00:00:00;2019-08-09;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112458/2019-63;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2019-08-26 00:00:00;2019-08-26;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112459/2019-63;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso II, da Lei Federal nº 12.527/2011;2019-08-30 00:00:00;2019-08-30;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112460/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso I, da Lei Federal nº 12.527/2011;2019-09-02 00:00:00;2019-09-02;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112461/2019-74;Infomações crime organizado;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-09-24 00:00:00;2019-09-24;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112462/2019-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-09-24 00:00:00;2019-09-24;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112466/2019-63;Operação policial;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VIII, da Lei Federal nº 12.527/2011;2019-11-18 00:00:00;2019-11-18;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112467/2019-63;Operação Integração das Policias Bahia e Minas Gerais;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-11-22 00:00:00;2019-11-22;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112471/2020-64;Sistemas;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2020-02-11 00:00:00;2020-02-11;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;7460.112472/2020-64;Infomações crime organizado;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2020-02-13 00:00:00;2020-02-13;2025-05-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0063.112265/2017-74;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VII, da Lei Federal nº 12.527/2011;2017-07-21 00:00:00;2017-07-21;2024-07-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0063.112357/2018-64;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2018-01-30 00:00:00;2018-01-30;2024-07-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0063.112406/2018-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VII, da Lei Federal nº 12.527/2011;2018-07-31 00:00:00;2018-07-31;2024-07-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0063.112423/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VII,V  da Lei Federal nº 12.527/2011;2019-01-25 00:00:00;2019-01-25;2024-07-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0063.112424/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) III ,VII,V  da Lei Federal nº 12.527/2011;2019-01-25 00:00:00;2019-01-25;2024-07-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Polícia Militar do Estado de Minas Gerais - PMMG;PMMG;0063.112425/2019-75;Inserir o assunto sobre o qual versa a informação;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso(s) V ,VIII, III, II  da Lei Federal nº 12.527/2011;2019-01-25 00:00:00;2019-01-25;2024-07-16;Desclassificada;5;;https://www.policiamilitar.mg.gov.br/site/externo/pagina/10081/lei-de-acesso-%C3%A0-informa%C3%A7%C3%A3o
Secretaria de Estado de Fazenda - SEF;SEF;-;Processos   e documentos referentes à imunidade, isenções e demais benefícios fiscais do   IPVA, ITCD e Taxas Estaduais, exceto as consultas sobre aplicação da   Legislação Tributária;Ultrassecreto;7 - Economia e Finanças;Art. 23, inciso IV e art. 24, caput, § 1º, inciso I e § 5º, inciso I, da Lei Federal nº 12.527/2011;2022-02-25 00:00:00;2022-02-25;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Regimes   especiais que dispõem sobre obrigações principais e acessórias, e respectivos   pareceres e estudos que os embasaram;Ultrassecreto;7 - Economia e Finanças;Art. 23, inciso IV e art. 24, caput, § 1º, inciso I e § 5º, inciso I, da Lei Federal nº 12.527/2011;2025-06-13 00:00:00;2022-02-25;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Processos e documentos referentes à aplicação   de benefícios fiscais de que tratam o RICMS/02 e seus anexos I, II, IV, IX e   XVI, exceto as consultas sobre aplicação da Legislação Tributária;Ultrassecreto;7 - Economia e Finanças;Art. 23, inciso IV e art. 24, caput, § 1º, inciso I e § 5º, inciso I, da Lei Federal nº 12.527/2011;2025-06-13 00:00:00;2022-02-25;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Informações   sobre acesso, perfil e rastreabilidade de usuários e registros de transações   executadas no Sistema Integrado de Administração Financeira (SIAFI/MG);Ultrassecreto;7 - Economia e Finanças;Art. 23, inciso IV, da Lei Federal nº 12.527/2011;2022-12-28 00:00:00;2017-09-12;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Informações contábeis custodiadas pela   Superintendência Central de Contadoria-Geral (SCCG) específicas de unidades   orçamentárias e/ou executoras;Ultrassecreto;7 - Economia e Finanças;Art. 23, inciso IV, da Lei Federal nº 12.527/2011;2022-12-30 00:00:00;2017-09-12;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Regimes especiais que dispõem sobre benefícios   fiscais e respectivos pareceres, estudo que embasaram e consultas de   contribuintes a eles referentes;Ultrassecreto;7 - Economia e Finanças;Art. 23, inciso VI e art. 24, caput, § 1º, inciso I e § 5º, inciso I, da Lei Federal nº 12.527/2011;2022-02-25 00:00:00;2022-02-25;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Protocolos de Intenções;Ultrassecreto;7 - Economia e Finanças;Art. 23, incisos II, IV e VI, da Lei Federal nº 12.527/2011;2020-12-29 00:00:00;2017-09-12;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Extrato   de contas e movimentações financeiras;Ultrassecreto;7 - Economia e Finanças;Art. 23, incisos II, IV e VI, da Lei Federal nº 12.527/2011;2021-08-18 00:00:00;2015-07-06;;Classificada;25;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Disponibilidade de Caixa - Contrato de Prestação de Serviços   Financeiros e outras Avenças, N.º 1900010998, que entre si celebram o Estado   de Minas Gerais e o Banco do Brasil S.A., de 21/12/2021, exceto as   informações publicadas no Diário Oficial do Estado de Minas Gerais em   22/12/2021;Reservado;7 - Economia e Finanças;Art. 23, inciso IV e art. 24, caput e § 1º, inciso III e § 5º, inciso I, da Lei Federal nº 12.527/2011;2025-06-12 00:00:00;2025-06-12;;Classificada;5;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Folha de Pagamento - CONTRATO Nº 1900010957/2021, DE PRESTAÇÃO   DE SERVIÇOS, QUE ENTRE SI CELEBRAM O ESTADO DE MINAS GERAIS, POR INTERMÉDIO   DA SECRETARIA DE ESTADO DE FAZENDA - SEF/MG E O ITAÚ UNIBANCO S/A, de   02/08/2021, exceto as informações publicadas no Diário Oficial do Estado de   Minas Gerais em em 03/08/2021;Reservado;7 - Economia e Finanças;Art. 23, inciso IV e art. 24, caput e § 1º, inciso III e § 5º, inciso I, da Lei Federal nº 12.527/2011;2025-06-12 00:00:00;2025-06-12;;Classificada;5;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Fazenda - SEF;SEF;-;Acordo   de Cooperação Técnica nº 1910003054/SEF-MG. Processo SEI nº   1190.01.0006287/2022-26 Estado de Minas Gerais / Secretaria de Estado de   Fazenda e União / Superintendência da Polícia Rodoviária Federal do Estado de   Minas Gerais;Reservado;7 - Economia e Finanças;Art. 23, incisos VI, VII e VIII e art. 24, caput, § 1º, inciso I, da Lei Federal nº 12.527/2011;2022-06-22 00:00:00;2022-06-22;;Classificada;5;2026-04-16;https://www.fazenda.mg.gov.br/transparencia/informacoes-classificadas-e-desclassificadas/
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;032.06.1450;Informações contidas em processos do sistema SEI! que tratam especificamente do Termo de Compromisso firmado entre a Sejusp, Vale e Ministério Público.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 22 e art. 23, incisos III, VI e VII da Lei Federal nº 12.527/2011;2020-07-15 00:00:00;2024-12-30;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;026.06.1450;Informações contidas nos manuais de procedimentos de segurança e rotinas de trabalho no âmbito do DEPEN/SEJUSP.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;029.06.1450;Informações contidas em prontuários jurídicos de Indivíduos Privados de Liberdade.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;030.06.1450;Informações referentes aos componentes e registros de armamentos, explosivos, equipamentos de segurança, apetrechos de uso policial, dispositivos de dispersão e munições gerenciados e utilizados pela SEJUSP. [9];Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;003.06.1450;Informações referentes a veículos, contratados e oficiais, para transporte rodoviário de servidores públicos e de carga utilizados no âmbito da SEJUSP. [1];Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;007.06.1450;Dados relacionados ao processo de visitação a presos nas unidades prisionais.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;008.06.1450;Informações relativas a escolta/acompanhamento de Indivíduos Privados de Liberdade (IPLs), de adolescentes autores de atos infracionais e de adolescentes acautelados e equipamentos de segurança nos sistemas prisional e socioeducativo. [2];Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;009.06.1450;Dados de frequência e codificação do sistema de radiocomunicação das unidades prisionais, socioeducativas e administrativas da Sejusp. [3];Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;015.06.1450;Informações relacionadas à análise de provisionamento e à vagas  livres de cargo ofertado em concurso público ou em processo seletivo.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;027.06.1450;Informações contidas nos planos de segurança no âmbito do DEPEN/SEJUSP.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, inciso III, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;002.06.1450;Dados de ocorrências no âmbito das unidades prisionais.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, inciso VII da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;019.06.1450;Informações contidas em relatórios de auditoria consolidados pela inteligência.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;031.06.1450;Dados das violências autoprovocadas (suicídio consumado e tentativa de suicídio) e de homicídios seguidos de violências autoprovocadas de policiais penais e de agentes socioeducativos ativos e inativos.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2019-09-04 00:00:00;2019-09-04;2024-09-04;Desclassificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;018.06.1450;Informações contidas em estudos e diagnósticos envolvendo opiniões, rotinas, qualidade de trabalho, treinamento, saúde e perfil de agentes públicos de segurança pública e defesa social de Minas Gerais. [7];Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;028.06.1450;Informações relacionadas a integrantes e líderes de facções criminosas acautelados em unidades prisionais.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;005.06.1450;Informações de localização física dos Indivíduos Privados de Liberdade.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;006.06.1450;Informações de visitação a locais, divisões ou seções em unidades prisionais.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;010.06.1450;Informações originadas por meio de denúncias e averiguações, que possam comprometer a fonte delatora e as investigações dos fatos. [4];Reservado;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;011.06.1450;Informações referentes a estudo de dimensionamento da força de trabalho do Sistema Prisional.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;014.06.1450;Informações relacionadas à gestão da segurança prisional e socioeducativa envolvendo o quadro de pessoal.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;012.06.1450;Informações relacionadas a nomes, a lotação, a exercício, a quantitativos, a escala de trabalhos, e a postos de serviço de agentes públicos (ativos, inativos ou desligados) das unidades administrativas, das unidades prisionais, das unidades socioeducativas e das Regiões Integradas de Segurança Pública (RISP). [5];Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;013.06.1450;Lista e quantitativo de servidores afastados e em gozo de férias regulamentares e férias prêmio, por unidade prisional ou socioeducativa.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;016.06.1450;Informações sobre absenteísmo nas unidades prisionais e socioeducativas.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;020.06.1450;Informações contidas em bancos de dados internos e soluções tecnológicas adotadas pela SEJUSP: descrições, configurações, projetos, códigos fonte e os produtos de soluções tecnológicas, incluindo todos os seus componentes de hardware, software e rede. [8];Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
